Sorted container:
Container contains 10000 elements.0: It is Parallelepiped: a = 20, b = 20, c = 20. SurfaceArea = 2400.000000.
1536: It is Parallelepiped: a = 14, b = 16, c = 4. SurfaceArea = 688.000000.
1537: It is Parallelepiped: a = 16, b = 8, c = 9. SurfaceArea = 688.000000.
1538: It is Parallelepiped: a = 18, b = 11, c = 5. SurfaceArea = 686.000000.
1539: It is Parallelepiped: a = 11, b = 18, c = 5. SurfaceArea = 686.000000.
1540: It is Parallelepiped: a = 16, b = 7, c = 10. SurfaceArea = 684.000000.
1541: It is Parallelepiped: a = 10, b = 7, c = 16. SurfaceArea = 684.000000.
1542: It is Parallelepiped: a = 10, b = 7, c = 16. SurfaceArea = 684.000000.
1543: It is Parallelepiped: a = 7, b = 16, c = 10. SurfaceArea = 684.000000.
1544: It is Parallelepiped: a = 19, b = 8, c = 7. SurfaceArea = 682.000000.
1545: It is Parallelepiped: a = 4, b = 17, c = 13. SurfaceArea = 682.000000.
1546: It is Parallelepiped: a = 18, b = 1, c = 17. SurfaceArea = 682.000000.
1547: It is Parallelepiped: a = 17, b = 1, c = 18. SurfaceArea = 682.000000.
1548: It is Parallelepiped: a = 18, b = 1, c = 17. SurfaceArea = 682.000000.
1549: It is Parallelepiped: a = 1, b = 18, c = 17. SurfaceArea = 682.000000.
1550: It is Parallelepiped: a = 11, b = 10, c = 11. SurfaceArea = 682.000000.
1551: It is Parallelepiped: a = 8, b = 19, c = 7. SurfaceArea = 682.000000.
1552: It is Parallelepiped: a = 12, b = 10, c = 10. SurfaceArea = 680.000000.
1553: It is Parallelepiped: a = 19, b = 6, c = 9. SurfaceArea = 678.000000.
1554: It is Parallelepiped: a = 9, b = 11, c = 12. SurfaceArea = 678.000000.
1555: It is Parallelepiped: a = 9, b = 12, c = 11. SurfaceArea = 678.000000.
1556: It is Parallelepiped: a = 6, b = 9, c = 19. SurfaceArea = 678.000000.
1557: It is Parallelepiped: a = 17, b = 16, c = 2. SurfaceArea = 676.000000.
1558: It is Parallelepiped: a = 11, b = 16, c = 6. SurfaceArea = 676.000000.
1559: It is Parallelepiped: a = 17, b = 2, c = 16. SurfaceArea = 676.000000.
1560: It is Parallelepiped: a = 6, b = 16, c = 11. SurfaceArea = 676.000000.
1561: It is Parallelepiped: a = 17, b = 2, c = 16. SurfaceArea = 676.000000.
1562: It is Parallelepiped: a = 16, b = 17, c = 2. SurfaceArea = 676.000000.
1563: It is Parallelepiped: a = 10, b = 9, c = 13. SurfaceArea = 674.000000.
1564: It is Parallelepiped: a = 9, b = 10, c = 13. SurfaceArea = 674.000000.
1565: It is Parallelepiped: a = 9, b = 10, c = 13. SurfaceArea = 674.000000.
1566: It is Parallelepiped: a = 10, b = 9, c = 13. SurfaceArea = 674.000000.
1567: It is Parallelepiped: a = 13, b = 9, c = 10. SurfaceArea = 674.000000.
1568: It is Parallelepiped: a = 14, b = 14, c = 5. SurfaceArea = 672.000000.
1569: It is Parallelepiped: a = 15, b = 2, c = 18. SurfaceArea = 672.000000.
1570: It is Parallelepiped: a = 18, b = 2, c = 15. SurfaceArea = 672.000000.
1571: It is Parallelepiped: a = 3, b = 20, c = 12. SurfaceArea = 672.000000.
1572: It is Parallelepiped: a = 18, b = 15, c = 2. SurfaceArea = 672.000000.
1573: It is Parallelepiped: a = 5, b = 14, c = 14. SurfaceArea = 672.000000.
1574: It is Parallelepiped: a = 18, b = 15, c = 2. SurfaceArea = 672.000000.
1575: It is Parallelepiped: a = 2, b = 15, c = 18. SurfaceArea = 672.000000.
1576: It is Parallelepiped: a = 8, b = 11, c = 13. SurfaceArea = 670.000000.
1577: It is Parallelepiped: a = 13, b = 8, c = 11. SurfaceArea = 670.000000.
1578: It is Parallelepiped: a = 15, b = 5, c = 13. SurfaceArea = 670.000000.
1579: It is Parallelepiped: a = 20, b = 15, c = 1. SurfaceArea = 670.000000.
1580: It is Parallelepiped: a = 1, b = 15, c = 20. SurfaceArea = 670.000000.
1581: It is Parallelepiped: a = 13, b = 8, c = 11. SurfaceArea = 670.000000.
1582: It is Parallelepiped: a = 8, b = 13, c = 11. SurfaceArea = 670.000000.
1583: It is Parallelepiped: a = 13, b = 8, c = 11. SurfaceArea = 670.000000.
1584: It is Parallelepiped: a = 5, b = 19, c = 10. SurfaceArea = 670.000000.
1585: It is Parallelepiped: a = 17, b = 7, c = 9. SurfaceArea = 670.000000.
1586: It is Parallelepiped: a = 19, b = 10, c = 5. SurfaceArea = 670.000000.
1587: It is Parallelepiped: a = 3, b = 15, c = 16. SurfaceArea = 666.000000.
1588: It is Parallelepiped: a = 9, b = 9, c = 14. SurfaceArea = 666.000000.
1589: It is Parallelepiped: a = 19, b = 14, c = 2. SurfaceArea = 664.000000.
1590: It is Parallelepiped: a = 19, b = 14, c = 2. SurfaceArea = 664.000000.
1591: It is Parallelepiped: a = 16, b = 5, c = 12. SurfaceArea = 664.000000.
1592: It is Parallelepiped: a = 16, b = 12, c = 5. SurfaceArea = 664.000000.
1593: It is Parallelepiped: a = 10, b = 17, c = 6. SurfaceArea = 664.000000.
1594: It is Parallelepiped: a = 10, b = 6, c = 17. SurfaceArea = 664.000000.
1595: It is Parallelepiped: a = 5, b = 16, c = 12. SurfaceArea = 664.000000.
1596: It is Parallelepiped: a = 14, b = 2, c = 19. SurfaceArea = 664.000000.
1597: It is Parallelepiped: a = 6, b = 17, c = 10. SurfaceArea = 664.000000.
1598: It is Parallelepiped: a = 14, b = 17, c = 3. SurfaceArea = 662.000000.
1599: It is Parallelepiped: a = 7, b = 12, c = 13. SurfaceArea = 662.000000.
1600: It is Parallelepiped: a = 14, b = 3, c = 17. SurfaceArea = 662.000000.
1601: It is Parallelepiped: a = 3, b = 14, c = 17. SurfaceArea = 662.000000.
1602: It is Parallelepiped: a = 11, b = 14, c = 7. SurfaceArea = 658.000000.
1603: It is Parallelepiped: a = 14, b = 7, c = 11. SurfaceArea = 658.000000.
1604: It is Parallelepiped: a = 19, b = 11, c = 4. SurfaceArea = 658.000000.
1605: It is Parallelepiped: a = 20, b = 7, c = 7. SurfaceArea = 658.000000.
1606: It is Parallelepiped: a = 4, b = 19, c = 11. SurfaceArea = 658.000000.
1607: It is Parallelepiped: a = 20, b = 7, c = 7. SurfaceArea = 658.000000.
1608: It is Parallelepiped: a = 11, b = 4, c = 19. SurfaceArea = 658.000000.
1609: It is Parallelepiped: a = 8, b = 6, c = 20. SurfaceArea = 656.000000.
1610: It is Parallelepiped: a = 6, b = 20, c = 8. SurfaceArea = 656.000000.
1611: It is Parallelepiped: a = 20, b = 6, c = 8. SurfaceArea = 656.000000.
1612: It is Parallelepiped: a = 17, b = 5, c = 11. SurfaceArea = 654.000000.
1613: It is Parallelepiped: a = 15, b = 9, c = 8. SurfaceArea = 654.000000.
1614: It is Parallelepiped: a = 18, b = 3, c = 13. SurfaceArea = 654.000000.
1615: It is Parallelepiped: a = 9, b = 15, c = 8. SurfaceArea = 654.000000.
1616: It is Parallelepiped: a = 18, b = 13, c = 3. SurfaceArea = 654.000000.
1617: It is Parallelepiped: a = 8, b = 9, c = 15. SurfaceArea = 654.000000.
1618: It is Parallelepiped: a = 9, b = 8, c = 15. SurfaceArea = 654.000000.
1619: It is Parallelepiped: a = 4, b = 15, c = 14. SurfaceArea = 652.000000.
1620: It is Parallelepiped: a = 4, b = 14, c = 15. SurfaceArea = 652.000000.
1621: It is Parallelepiped: a = 4, b = 14, c = 15. SurfaceArea = 652.000000.
1622: It is Parallelepiped: a = 13, b = 2, c = 20. SurfaceArea = 652.000000.
1623: It is Parallelepiped: a = 7, b = 18, c = 8. SurfaceArea = 652.000000.
1624: It is Parallelepiped: a = 7, b = 18, c = 8. SurfaceArea = 652.000000.
1625: It is Parallelepiped: a = 7, b = 10, c = 15. SurfaceArea = 650.000000.
1626: It is Parallelepiped: a = 15, b = 7, c = 10. SurfaceArea = 650.000000.
1627: It is Parallelepiped: a = 13, b = 13, c = 6. SurfaceArea = 650.000000.
1628: It is Parallelepiped: a = 6, b = 13, c = 13. SurfaceArea = 650.000000.
1629: It is Parallelepiped: a = 6, b = 13, c = 13. SurfaceArea = 650.000000.
1630: It is Parallelepiped: a = 20, b = 5, c = 9. SurfaceArea = 650.000000.
1631: It is Parallelepiped: a = 5, b = 9, c = 20. SurfaceArea = 650.000000.
1632: It is Parallelepiped: a = 18, b = 9, c = 6. SurfaceArea = 648.000000.
1633: It is Parallelepiped: a = 6, b = 18, c = 9. SurfaceArea = 648.000000.
1634: It is Parallelepiped: a = 14, b = 12, c = 6. SurfaceArea = 648.000000.
1635: It is Parallelepiped: a = 18, b = 9, c = 6. SurfaceArea = 648.000000.
1636: It is Parallelepiped: a = 13, b = 4, c = 16. SurfaceArea = 648.000000.
1637: It is Parallelepiped: a = 6, b = 12, c = 14. SurfaceArea = 648.000000.
1638: It is Parallelepiped: a = 12, b = 6, c = 14. SurfaceArea = 648.000000.
1639: It is Parallelepiped: a = 9, b = 18, c = 6. SurfaceArea = 648.000000.
1640: It is Parallelepiped: a = 17, b = 1, c = 17. SurfaceArea = 646.000000.
1641: It is Parallelepiped: a = 18, b = 1, c = 16. SurfaceArea = 644.000000.
1642: It is Parallelepiped: a = 15, b = 11, c = 6. SurfaceArea = 642.000000.
1643: It is Parallelepiped: a = 12, b = 19, c = 3. SurfaceArea = 642.000000.
1644: It is Parallelepiped: a = 11, b = 15, c = 6. SurfaceArea = 642.000000.
1645: It is Parallelepiped: a = 19, b = 12, c = 3. SurfaceArea = 642.000000.
1646: It is Parallelepiped: a = 3, b = 19, c = 12. SurfaceArea = 642.000000.
1647: It is Parallelepiped: a = 3, b = 19, c = 12. SurfaceArea = 642.000000.
1648: It is Parallelepiped: a = 11, b = 15, c = 6. SurfaceArea = 642.000000.
1649: It is Parallelepiped: a = 19, b = 3, c = 12. SurfaceArea = 642.000000.
1650: It is Parallelepiped: a = 10, b = 20, c = 4. SurfaceArea = 640.000000.
1651: It is Parallelepiped: a = 5, b = 18, c = 10. SurfaceArea = 640.000000.
1652: It is Parallelepiped: a = 10, b = 20, c = 4. SurfaceArea = 640.000000.
1653: It is Parallelepiped: a = 11, b = 10, c = 10. SurfaceArea = 640.000000.
1654: It is Parallelepiped: a = 8, b = 8, c = 16. SurfaceArea = 640.000000.
1655: It is Parallelepiped: a = 10, b = 5, c = 18. SurfaceArea = 640.000000.
1656: It is Parallelepiped: a = 17, b = 4, c = 12. SurfaceArea = 640.000000.
1657: It is Parallelepiped: a = 12, b = 17, c = 4. SurfaceArea = 640.000000.
1658: It is Parallelepiped: a = 18, b = 10, c = 5. SurfaceArea = 640.000000.
1659: It is Parallelepiped: a = 16, b = 8, c = 8. SurfaceArea = 640.000000.
1660: It is Parallelepiped: a = 8, b = 16, c = 8. SurfaceArea = 640.000000.
1661: It is Parallelepiped: a = 4, b = 20, c = 10. SurfaceArea = 640.000000.
1662: It is Parallelepiped: a = 16, b = 16, c = 2. SurfaceArea = 640.000000.
1663: It is Parallelepiped: a = 5, b = 10, c = 18. SurfaceArea = 640.000000.
1664: It is Parallelepiped: a = 18, b = 5, c = 10. SurfaceArea = 640.000000.
1665: It is Parallelepiped: a = 1, b = 19, c = 15. SurfaceArea = 638.000000.
1666: It is Parallelepiped: a = 17, b = 15, c = 2. SurfaceArea = 638.000000.
1667: It is Parallelepiped: a = 9, b = 7, c = 16. SurfaceArea = 638.000000.
1668: It is Parallelepiped: a = 16, b = 7, c = 9. SurfaceArea = 638.000000.
1669: It is Parallelepiped: a = 11, b = 9, c = 11. SurfaceArea = 638.000000.
1670: It is Parallelepiped: a = 17, b = 15, c = 2. SurfaceArea = 638.000000.
1671: It is Parallelepiped: a = 5, b = 13, c = 14. SurfaceArea = 634.000000.
1672: It is Parallelepiped: a = 6, b = 16, c = 10. SurfaceArea = 632.000000.
1673: It is Parallelepiped: a = 18, b = 14, c = 2. SurfaceArea = 632.000000.
1674: It is Parallelepiped: a = 11, b = 12, c = 8. SurfaceArea = 632.000000.
1675: It is Parallelepiped: a = 11, b = 8, c = 12. SurfaceArea = 632.000000.
1676: It is Parallelepiped: a = 18, b = 14, c = 2. SurfaceArea = 632.000000.
1677: It is Parallelepiped: a = 16, b = 10, c = 6. SurfaceArea = 632.000000.
1678: It is Parallelepiped: a = 10, b = 6, c = 16. SurfaceArea = 632.000000.
1679: It is Parallelepiped: a = 15, b = 5, c = 12. SurfaceArea = 630.000000.
1680: It is Parallelepiped: a = 15, b = 3, c = 15. SurfaceArea = 630.000000.
1681: It is Parallelepiped: a = 12, b = 15, c = 5. SurfaceArea = 630.000000.
1682: It is Parallelepiped: a = 5, b = 15, c = 12. SurfaceArea = 630.000000.
1683: It is Parallelepiped: a = 9, b = 13, c = 9. SurfaceArea = 630.000000.
1684: It is Parallelepiped: a = 15, b = 12, c = 5. SurfaceArea = 630.000000.
1685: It is Parallelepiped: a = 8, b = 19, c = 6. SurfaceArea = 628.000000.
1686: It is Parallelepiped: a = 4, b = 18, c = 11. SurfaceArea = 628.000000.
1687: It is Parallelepiped: a = 16, b = 3, c = 14. SurfaceArea = 628.000000.
1688: It is Parallelepiped: a = 6, b = 8, c = 19. SurfaceArea = 628.000000.
1689: It is Parallelepiped: a = 4, b = 11, c = 18. SurfaceArea = 628.000000.
1690: It is Parallelepiped: a = 16, b = 14, c = 3. SurfaceArea = 628.000000.
1691: It is Parallelepiped: a = 4, b = 18, c = 11. SurfaceArea = 628.000000.
1692: It is Parallelepiped: a = 3, b = 16, c = 14. SurfaceArea = 628.000000.
1693: It is Parallelepiped: a = 14, b = 20, c = 1. SurfaceArea = 628.000000.
1694: It is Parallelepiped: a = 19, b = 8, c = 6. SurfaceArea = 628.000000.
1695: It is Parallelepiped: a = 8, b = 19, c = 6. SurfaceArea = 628.000000.
1696: It is Parallelepiped: a = 11, b = 4, c = 18. SurfaceArea = 628.000000.
1697: It is Parallelepiped: a = 3, b = 14, c = 16. SurfaceArea = 628.000000.
1698: It is Parallelepiped: a = 14, b = 1, c = 20. SurfaceArea = 628.000000.
1699: It is Parallelepiped: a = 18, b = 4, c = 11. SurfaceArea = 628.000000.
1700: It is Parallelepiped: a = 11, b = 18, c = 4. SurfaceArea = 628.000000.
1701: It is Parallelepiped: a = 6, b = 8, c = 19. SurfaceArea = 628.000000.
1702: It is Parallelepiped: a = 18, b = 11, c = 4. SurfaceArea = 628.000000.
1703: It is Parallelepiped: a = 3, b = 11, c = 20. SurfaceArea = 626.000000.
1704: It is Parallelepiped: a = 20, b = 3, c = 11. SurfaceArea = 626.000000.
1705: It is Parallelepiped: a = 11, b = 3, c = 20. SurfaceArea = 626.000000.
1706: It is Parallelepiped: a = 11, b = 20, c = 3. SurfaceArea = 626.000000.
1707: It is Parallelepiped: a = 3, b = 11, c = 20. SurfaceArea = 626.000000.
1708: It is Parallelepiped: a = 20, b = 3, c = 11. SurfaceArea = 626.000000.
1709: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1710: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1711: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1712: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1713: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1714: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1715: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1716: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1717: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1718: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1719: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1720: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1721: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1722: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1723: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1724: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1725: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1726: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1727: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1728: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1729: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1730: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1731: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1732: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1733: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1734: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1735: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1736: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1737: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1738: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1739: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1740: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1741: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1742: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1743: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1744: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1745: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1746: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1747: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1748: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1749: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1750: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1751: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1752: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1753: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1754: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1755: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1756: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1757: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1758: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1759: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1760: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1761: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1762: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1763: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1764: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1765: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1766: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1767: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1768: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1769: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1770: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1771: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1772: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1773: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1774: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1775: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1776: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1777: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1778: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1779: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1780: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1781: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1782: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1783: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1784: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1785: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1786: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1787: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1788: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1789: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1790: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1791: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1792: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1793: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1794: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1795: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1796: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1797: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1798: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1799: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1800: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1801: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1802: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1803: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1804: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1805: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1806: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1807: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1808: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1809: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1810: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1811: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1812: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1813: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1814: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1815: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1816: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1817: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1818: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1819: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1820: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1821: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1822: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1823: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
1824: It is Tetrahedron: a = 19. SurfaceArea = 625.270342.
