Container contains 10000 elements:
1: It is a parallelepiped, a = 20, b = 20, c = 19, density = 19.765, surface area = 2320.0
1428: It is a tetrahedron, a = 20, density = 11.105, surface area = 692.8203230275508
1429: It is a tetrahedron, a = 20, density = 16.456, surface area = 692.8203230275508
1430: It is a tetrahedron, a = 20, density = 6.327, surface area = 692.8203230275508
1431: It is a tetrahedron, a = 20, density = 18.636, surface area = 692.8203230275508
1432: It is a tetrahedron, a = 20, density = 13.04, surface area = 692.8203230275508
1433: It is a tetrahedron, a = 20, density = 15.442, surface area = 692.8203230275508
1434: It is a tetrahedron, a = 20, density = 11.099, surface area = 692.8203230275508
1435: It is a tetrahedron, a = 20, density = 8.651, surface area = 692.8203230275508
1436: It is a tetrahedron, a = 20, density = 6.355, surface area = 692.8203230275508
1437: It is a tetrahedron, a = 20, density = 12.239, surface area = 692.8203230275508
1438: It is a tetrahedron, a = 20, density = 7.175, surface area = 692.8203230275508
1439: It is a tetrahedron, a = 20, density = 12.888, surface area = 692.8203230275508
1440: It is a tetrahedron, a = 20, density = 7.793, surface area = 692.8203230275508
1441: It is a tetrahedron, a = 20, density = 11.099, surface area = 692.8203230275508
1442: It is a tetrahedron, a = 20, density = 1.272, surface area = 692.8203230275508
1443: It is a tetrahedron, a = 20, density = 19.799, surface area = 692.8203230275508
1444: It is a tetrahedron, a = 20, density = 15.325, surface area = 692.8203230275508
1445: It is a tetrahedron, a = 20, density = 6.723, surface area = 692.8203230275508
1446: It is a tetrahedron, a = 20, density = 14.407, surface area = 692.8203230275508
1447: It is a tetrahedron, a = 20, density = 16.491, surface area = 692.8203230275508
1448: It is a tetrahedron, a = 20, density = 13.962, surface area = 692.8203230275508
1449: It is a tetrahedron, a = 20, density = 15.919, surface area = 692.8203230275508
1450: It is a tetrahedron, a = 20, density = 19.544, surface area = 692.8203230275508
1451: It is a tetrahedron, a = 20, density = 3.778, surface area = 692.8203230275508
1452: It is a tetrahedron, a = 20, density = 13.022, surface area = 692.8203230275508
1453: It is a tetrahedron, a = 20, density = 13.629, surface area = 692.8203230275508
1454: It is a tetrahedron, a = 20, density = 14.079, surface area = 692.8203230275508
1455: It is a tetrahedron, a = 20, density = 5.956, surface area = 692.8203230275508
1456: It is a tetrahedron, a = 20, density = 0.558, surface area = 692.8203230275508
1457: It is a tetrahedron, a = 20, density = 4.212, surface area = 692.8203230275508
1458: It is a tetrahedron, a = 20, density = 5.556, surface area = 692.8203230275508
1459: It is a tetrahedron, a = 20, density = 8.939, surface area = 692.8203230275508
1460: It is a tetrahedron, a = 20, density = 7.863, surface area = 692.8203230275508
1461: It is a tetrahedron, a = 20, density = 6.516, surface area = 692.8203230275508
1462: It is a tetrahedron, a = 20, density = 13.717, surface area = 692.8203230275508
1463: It is a tetrahedron, a = 20, density = 6.619, surface area = 692.8203230275508
1464: It is a tetrahedron, a = 20, density = 4.974, surface area = 692.8203230275508
1465: It is a tetrahedron, a = 20, density = 6.623, surface area = 692.8203230275508
1466: It is a tetrahedron, a = 20, density = 4.921, surface area = 692.8203230275508
1467: It is a tetrahedron, a = 20, density = 19.861, surface area = 692.8203230275508
1468: It is a tetrahedron, a = 20, density = 16.541, surface area = 692.8203230275508
1469: It is a tetrahedron, a = 20, density = 14.409, surface area = 692.8203230275508
1470: It is a tetrahedron, a = 20, density = 5.999, surface area = 692.8203230275508
1471: It is a tetrahedron, a = 20, density = 3.264, surface area = 692.8203230275508
1472: It is a parallelepiped, a = 14, b = 13, c = 6, density = 10.471, surface area = 688.0
1473: It is a parallelepiped, a = 16, b = 8, c = 9, density = 0.95, surface area = 688.0
1474: It is a parallelepiped, a = 16, b = 8, c = 9, density = 2.788, surface area = 688.0
1475: It is a parallelepiped, a = 9, b = 16, c = 8, density = 16.608, surface area = 688.0
1476: It is a parallelepiped, a = 9, b = 8, c = 16, density = 10.217, surface area = 688.0
1477: It is a parallelepiped, a = 4, b = 11, c = 20, density = 3.795, surface area = 688.0
1478: It is a parallelepiped, a = 8, b = 9, c = 16, density = 5.207, surface area = 688.0
1479: It is a parallelepiped, a = 18, b = 11, c = 5, density = 2.757, surface area = 686.0
1480: It is a parallelepiped, a = 11, b = 18, c = 5, density = 12.024, surface area = 686.0
1481: It is a parallelepiped, a = 5, b = 18, c = 11, density = 16.779, surface area = 686.0
1482: It is a parallelepiped, a = 18, b = 5, c = 11, density = 18.663, surface area = 686.0
1483: It is a parallelepiped, a = 6, b = 15, c = 12, density = 15.812, surface area = 684.0
1484: It is a parallelepiped, a = 10, b = 7, c = 16, density = 17.183, surface area = 684.0
1485: It is a parallelepiped, a = 10, b = 7, c = 16, density = 6.71, surface area = 684.0
1486: It is a parallelepiped, a = 7, b = 10, c = 16, density = 8.398, surface area = 684.0
1487: It is a parallelepiped, a = 8, b = 7, c = 19, density = 13.722, surface area = 682.0
1488: It is a parallelepiped, a = 7, b = 19, c = 8, density = 3.501, surface area = 682.0
1489: It is a parallelepiped, a = 1, b = 18, c = 17, density = 13.591, surface area = 682.0
1490: It is a parallelepiped, a = 19, b = 8, c = 7, density = 4.017, surface area = 682.0
1491: It is a parallelepiped, a = 17, b = 1, c = 18, density = 17.209, surface area = 682.0
1492: It is a parallelepiped, a = 19, b = 8, c = 7, density = 1.305, surface area = 682.0
1493: It is a parallelepiped, a = 13, b = 17, c = 4, density = 6.295, surface area = 682.0
1494: It is a parallelepiped, a = 18, b = 17, c = 1, density = 10.962, surface area = 682.0
1495: It is a parallelepiped, a = 19, b = 7, c = 8, density = 19.984, surface area = 682.0
1496: It is a parallelepiped, a = 12, b = 10, c = 10, density = 12.562, surface area = 680.0
1497: It is a parallelepiped, a = 19, b = 1, c = 16, density = 6.648, surface area = 678.0
1498: It is a parallelepiped, a = 6, b = 9, c = 19, density = 2.778, surface area = 678.0
1499: It is a parallelepiped, a = 12, b = 9, c = 11, density = 14.455, surface area = 678.0
1500: It is a parallelepiped, a = 16, b = 17, c = 2, density = 0.375, surface area = 676.0
1501: It is a parallelepiped, a = 16, b = 11, c = 6, density = 8.019, surface area = 676.0
1502: It is a parallelepiped, a = 16, b = 17, c = 2, density = 12.976, surface area = 676.0
1503: It is a parallelepiped, a = 17, b = 16, c = 2, density = 6.655, surface area = 676.0
1504: It is a parallelepiped, a = 16, b = 2, c = 17, density = 6.039, surface area = 676.0
1505: It is a parallelepiped, a = 9, b = 10, c = 13, density = 2.395, surface area = 674.0
1506: It is a parallelepiped, a = 9, b = 10, c = 13, density = 3.667, surface area = 674.0
1507: It is a parallelepiped, a = 13, b = 9, c = 10, density = 15.308, surface area = 674.0
1508: It is a parallelepiped, a = 15, b = 2, c = 18, density = 17.965, surface area = 672.0
1509: It is a parallelepiped, a = 12, b = 3, c = 20, density = 10.358, surface area = 672.0
1510: It is a parallelepiped, a = 14, b = 5, c = 14, density = 4.082, surface area = 672.0
1511: It is a parallelepiped, a = 15, b = 18, c = 2, density = 15.139, surface area = 672.0
1512: It is a parallelepiped, a = 12, b = 12, c = 8, density = 17.211, surface area = 672.0
1513: It is a parallelepiped, a = 3, b = 12, c = 20, density = 0.655, surface area = 672.0
1514: It is a parallelepiped, a = 12, b = 8, c = 12, density = 9.184, surface area = 672.0
1515: It is a parallelepiped, a = 12, b = 12, c = 8, density = 13.852, surface area = 672.0
1516: It is a parallelepiped, a = 15, b = 18, c = 2, density = 5.746, surface area = 672.0
1517: It is a parallelepiped, a = 20, b = 12, c = 3, density = 18.132, surface area = 672.0
1518: It is a parallelepiped, a = 12, b = 8, c = 12, density = 16.767, surface area = 672.0
1519: It is a parallelepiped, a = 4, b = 12, c = 18, density = 4.224, surface area = 672.0
1520: It is a parallelepiped, a = 9, b = 17, c = 7, density = 17.742, surface area = 670.0
1521: It is a parallelepiped, a = 13, b = 15, c = 5, density = 11.303, surface area = 670.0
1522: It is a parallelepiped, a = 19, b = 10, c = 5, density = 12.443, surface area = 670.0
1523: It is a parallelepiped, a = 7, b = 17, c = 9, density = 18.664, surface area = 670.0
1524: It is a parallelepiped, a = 8, b = 11, c = 13, density = 15.856, surface area = 670.0
1525: It is a parallelepiped, a = 19, b = 5, c = 10, density = 4.313, surface area = 670.0
1526: It is a parallelepiped, a = 8, b = 13, c = 11, density = 8.911, surface area = 670.0
1527: It is a parallelepiped, a = 1, b = 15, c = 20, density = 8.843, surface area = 670.0
1528: It is a parallelepiped, a = 14, b = 9, c = 9, density = 5.699, surface area = 666.0
1529: It is a parallelepiped, a = 9, b = 14, c = 9, density = 18.047, surface area = 666.0
1530: It is a parallelepiped, a = 3, b = 16, c = 15, density = 10.265, surface area = 666.0
1531: It is a parallelepiped, a = 16, b = 15, c = 3, density = 19.077, surface area = 666.0
1532: It is a parallelepiped, a = 3, b = 16, c = 15, density = 8.433, surface area = 666.0
1533: It is a parallelepiped, a = 5, b = 12, c = 16, density = 1.65, surface area = 664.0
1534: It is a parallelepiped, a = 10, b = 14, c = 8, density = 10.798, surface area = 664.0
1535: It is a parallelepiped, a = 14, b = 10, c = 8, density = 19.431, surface area = 664.0
1536: It is a parallelepiped, a = 6, b = 10, c = 17, density = 8.364, surface area = 664.0
1537: It is a parallelepiped, a = 10, b = 6, c = 17, density = 18.571, surface area = 664.0
1538: It is a parallelepiped, a = 14, b = 2, c = 19, density = 13.271, surface area = 664.0
1539: It is a parallelepiped, a = 8, b = 10, c = 14, density = 5.998, surface area = 664.0
1540: It is a parallelepiped, a = 17, b = 6, c = 10, density = 12.811, surface area = 664.0
1541: It is a parallelepiped, a = 10, b = 6, c = 17, density = 13.084, surface area = 664.0
1542: It is a parallelepiped, a = 6, b = 17, c = 10, density = 14.07, surface area = 664.0
1543: It is a parallelepiped, a = 16, b = 12, c = 5, density = 12.735, surface area = 664.0
1544: It is a parallelepiped, a = 17, b = 6, c = 10, density = 17.671, surface area = 664.0
1545: It is a parallelepiped, a = 16, b = 5, c = 12, density = 0.798, surface area = 664.0
1546: It is a parallelepiped, a = 7, b = 12, c = 13, density = 1.469, surface area = 662.0
1547: It is a parallelepiped, a = 7, b = 13, c = 12, density = 18.764, surface area = 662.0
1548: It is a parallelepiped, a = 14, b = 17, c = 3, density = 11.904, surface area = 662.0
1549: It is a parallelepiped, a = 7, b = 13, c = 12, density = 7.308, surface area = 662.0
1550: It is a parallelepiped, a = 11, b = 7, c = 14, density = 0.919, surface area = 658.0
1551: It is a parallelepiped, a = 14, b = 11, c = 7, density = 16.299, surface area = 658.0
1552: It is a parallelepiped, a = 4, b = 19, c = 11, density = 1.245, surface area = 658.0
1553: It is a parallelepiped, a = 7, b = 20, c = 7, density = 6.444, surface area = 658.0
1554: It is a parallelepiped, a = 6, b = 8, c = 20, density = 5.661, surface area = 656.0
1555: It is a parallelepiped, a = 8, b = 6, c = 20, density = 5.833, surface area = 656.0
1556: It is a parallelepiped, a = 18, b = 3, c = 13, density = 3.81, surface area = 654.0
1557: It is a parallelepiped, a = 3, b = 13, c = 18, density = 1.997, surface area = 654.0
1558: It is a parallelepiped, a = 3, b = 18, c = 13, density = 5.193, surface area = 654.0
1559: It is a parallelepiped, a = 17, b = 5, c = 11, density = 10.905, surface area = 654.0
1560: It is a parallelepiped, a = 9, b = 8, c = 15, density = 19.499, surface area = 654.0
1561: It is a parallelepiped, a = 3, b = 18, c = 13, density = 4.691, surface area = 654.0
1562: It is a parallelepiped, a = 18, b = 3, c = 13, density = 13.826, surface area = 654.0
1563: It is a parallelepiped, a = 2, b = 20, c = 13, density = 12.427, surface area = 652.0
1564: It is a parallelepiped, a = 13, b = 2, c = 20, density = 6.526, surface area = 652.0
1565: It is a parallelepiped, a = 2, b = 20, c = 13, density = 16.258, surface area = 652.0
1566: It is a parallelepiped, a = 8, b = 7, c = 18, density = 0.831, surface area = 652.0
1567: It is a parallelepiped, a = 4, b = 14, c = 15, density = 1.254, surface area = 652.0
1568: It is a parallelepiped, a = 9, b = 20, c = 5, density = 8.52, surface area = 650.0
1569: It is a parallelepiped, a = 9, b = 20, c = 5, density = 5.151, surface area = 650.0
1570: It is a parallelepiped, a = 12, b = 6, c = 14, density = 9.264, surface area = 648.0
1571: It is a parallelepiped, a = 14, b = 12, c = 6, density = 14.612, surface area = 648.0
1572: It is a parallelepiped, a = 13, b = 4, c = 16, density = 7.11, surface area = 648.0
1573: It is a parallelepiped, a = 13, b = 16, c = 4, density = 9.19, surface area = 648.0
1574: It is a parallelepiped, a = 9, b = 6, c = 18, density = 11.469, surface area = 648.0
1575: It is a parallelepiped, a = 18, b = 9, c = 6, density = 2.703, surface area = 648.0
1576: It is a parallelepiped, a = 6, b = 9, c = 18, density = 18.896, surface area = 648.0
1577: It is a parallelepiped, a = 6, b = 14, c = 12, density = 6.182, surface area = 648.0
1578: It is a parallelepiped, a = 12, b = 6, c = 14, density = 3.924, surface area = 648.0
1579: It is a parallelepiped, a = 14, b = 12, c = 6, density = 9.726, surface area = 648.0
1580: It is a parallelepiped, a = 4, b = 16, c = 13, density = 11.82, surface area = 648.0
1581: It is a parallelepiped, a = 18, b = 9, c = 6, density = 1.472, surface area = 648.0
1582: It is a parallelepiped, a = 6, b = 18, c = 9, density = 7.184, surface area = 648.0
1583: It is a parallelepiped, a = 17, b = 17, c = 1, density = 4.254, surface area = 646.0
1584: It is a parallelepiped, a = 17, b = 17, c = 1, density = 19.981, surface area = 646.0
1585: It is a parallelepiped, a = 18, b = 16, c = 1, density = 15.425, surface area = 644.0
1586: It is a parallelepiped, a = 18, b = 1, c = 16, density = 2.751, surface area = 644.0
1587: It is a parallelepiped, a = 18, b = 16, c = 1, density = 18.964, surface area = 644.0
1588: It is a parallelepiped, a = 18, b = 16, c = 1, density = 15.61, surface area = 644.0
1589: It is a parallelepiped, a = 18, b = 1, c = 16, density = 0.592, surface area = 644.0
1590: It is a parallelepiped, a = 15, b = 6, c = 11, density = 9.031, surface area = 642.0
1591: It is a parallelepiped, a = 12, b = 3, c = 19, density = 4.996, surface area = 642.0
1592: It is a parallelepiped, a = 3, b = 12, c = 19, density = 10.452, surface area = 642.0
1593: It is a parallelepiped, a = 3, b = 12, c = 19, density = 0.677, surface area = 642.0
1594: It is a parallelepiped, a = 10, b = 10, c = 11, density = 2.714, surface area = 640.0
1595: It is a parallelepiped, a = 10, b = 11, c = 10, density = 12.223, surface area = 640.0
1596: It is a parallelepiped, a = 16, b = 8, c = 8, density = 8.864, surface area = 640.0
1597: It is a parallelepiped, a = 8, b = 16, c = 8, density = 15.154, surface area = 640.0
1598: It is a parallelepiped, a = 11, b = 10, c = 10, density = 9.161, surface area = 640.0
1599: It is a parallelepiped, a = 10, b = 4, c = 20, density = 5.645, surface area = 640.0
