Container contains 10000 elements:
1: It is a parallelepiped, a = 20, b = 20, c = 19, density = 12.722, surface area = 2320.0
1635: It is a parallelepiped, a = 15, b = 15, c = 3, density = 7.483, surface area = 630.0
1636: It is a parallelepiped, a = 7, b = 7, c = 19, density = 15.853, surface area = 630.0
1637: It is a parallelepiped, a = 5, b = 15, c = 12, density = 19.994, surface area = 630.0
1638: It is a parallelepiped, a = 15, b = 12, c = 5, density = 6.644, surface area = 630.0
1639: It is a parallelepiped, a = 7, b = 7, c = 19, density = 10.984, surface area = 630.0
1640: It is a parallelepiped, a = 13, b = 8, c = 10, density = 0.766, surface area = 628.0
1641: It is a parallelepiped, a = 11, b = 18, c = 4, density = 12.216, surface area = 628.0
1642: It is a parallelepiped, a = 3, b = 14, c = 16, density = 6.495, surface area = 628.0
1643: It is a parallelepiped, a = 20, b = 14, c = 1, density = 15.958, surface area = 628.0
1644: It is a parallelepiped, a = 13, b = 10, c = 8, density = 13.656, surface area = 628.0
1645: It is a parallelepiped, a = 10, b = 8, c = 13, density = 7.672, surface area = 628.0
1646: It is a parallelepiped, a = 6, b = 19, c = 8, density = 16.916, surface area = 628.0
1647: It is a parallelepiped, a = 6, b = 8, c = 19, density = 18.329, surface area = 628.0
1648: It is a parallelepiped, a = 8, b = 6, c = 19, density = 13.617, surface area = 628.0
1649: It is a parallelepiped, a = 20, b = 3, c = 11, density = 14.319, surface area = 626.0
1650: It is a parallelepiped, a = 11, b = 3, c = 20, density = 3.386, surface area = 626.0
1651: It is a parallelepiped, a = 3, b = 20, c = 11, density = 13.276, surface area = 626.0
1652: It is a tetrahedron, a = 19, density = 13.333, surface area = 625.2703415323647
1653: It is a tetrahedron, a = 19, density = 5.793, surface area = 625.2703415323647
1654: It is a tetrahedron, a = 19, density = 17.291, surface area = 625.2703415323647
1655: It is a tetrahedron, a = 19, density = 3.611, surface area = 625.2703415323647
1656: It is a tetrahedron, a = 19, density = 5.131, surface area = 625.2703415323647
1657: It is a tetrahedron, a = 19, density = 4.652, surface area = 625.2703415323647
1658: It is a tetrahedron, a = 19, density = 18.794, surface area = 625.2703415323647
1659: It is a tetrahedron, a = 19, density = 4.235, surface area = 625.2703415323647
1660: It is a tetrahedron, a = 19, density = 13.22, surface area = 625.2703415323647
1661: It is a tetrahedron, a = 19, density = 0.82, surface area = 625.2703415323647
1662: It is a tetrahedron, a = 19, density = 4.839, surface area = 625.2703415323647
1663: It is a tetrahedron, a = 19, density = 8.9, surface area = 625.2703415323647
1664: It is a tetrahedron, a = 19, density = 11.786, surface area = 625.2703415323647
1665: It is a tetrahedron, a = 19, density = 1.595, surface area = 625.2703415323647
1666: It is a tetrahedron, a = 19, density = 15.498, surface area = 625.2703415323647
1667: It is a tetrahedron, a = 19, density = 19.615, surface area = 625.2703415323647
1668: It is a tetrahedron, a = 19, density = 11.16, surface area = 625.2703415323647
1669: It is a tetrahedron, a = 19, density = 16.957, surface area = 625.2703415323647
1670: It is a tetrahedron, a = 19, density = 16.383, surface area = 625.2703415323647
1671: It is a tetrahedron, a = 19, density = 16.936, surface area = 625.2703415323647
1672: It is a tetrahedron, a = 19, density = 0.651, surface area = 625.2703415323647
1673: It is a tetrahedron, a = 19, density = 4.499, surface area = 625.2703415323647
1674: It is a tetrahedron, a = 19, density = 19.737, surface area = 625.2703415323647
1675: It is a tetrahedron, a = 19, density = 12.69, surface area = 625.2703415323647
1676: It is a tetrahedron, a = 19, density = 18.889, surface area = 625.2703415323647
1677: It is a tetrahedron, a = 19, density = 9.273, surface area = 625.2703415323647
1678: It is a tetrahedron, a = 19, density = 3.257, surface area = 625.2703415323647
1679: It is a tetrahedron, a = 19, density = 7.006, surface area = 625.2703415323647
1680: It is a tetrahedron, a = 19, density = 2.817, surface area = 625.2703415323647
1681: It is a tetrahedron, a = 19, density = 17.559, surface area = 625.2703415323647
1682: It is a tetrahedron, a = 19, density = 6.383, surface area = 625.2703415323647
1683: It is a tetrahedron, a = 19, density = 19.808, surface area = 625.2703415323647
1684: It is a tetrahedron, a = 19, density = 1.351, surface area = 625.2703415323647
1685: It is a tetrahedron, a = 19, density = 2.478, surface area = 625.2703415323647
1686: It is a tetrahedron, a = 19, density = 1.79, surface area = 625.2703415323647
1687: It is a tetrahedron, a = 19, density = 10.111, surface area = 625.2703415323647
1688: It is a tetrahedron, a = 19, density = 10.07, surface area = 625.2703415323647
1689: It is a tetrahedron, a = 19, density = 3.746, surface area = 625.2703415323647
1690: It is a tetrahedron, a = 19, density = 12.595, surface area = 625.2703415323647
1691: It is a tetrahedron, a = 19, density = 11.818, surface area = 625.2703415323647
1692: It is a tetrahedron, a = 19, density = 8.993, surface area = 625.2703415323647
1693: It is a tetrahedron, a = 19, density = 13.333, surface area = 625.2703415323647
1694: It is a tetrahedron, a = 19, density = 1.18, surface area = 625.2703415323647
1695: It is a tetrahedron, a = 19, density = 1.967, surface area = 625.2703415323647
1696: It is a tetrahedron, a = 19, density = 2.696, surface area = 625.2703415323647
1697: It is a tetrahedron, a = 19, density = 7.659, surface area = 625.2703415323647
1698: It is a tetrahedron, a = 19, density = 14.789, surface area = 625.2703415323647
1699: It is a tetrahedron, a = 19, density = 19.259, surface area = 625.2703415323647
1700: It is a tetrahedron, a = 19, density = 12.994, surface area = 625.2703415323647
1701: It is a tetrahedron, a = 19, density = 9.497, surface area = 625.2703415323647
1702: It is a tetrahedron, a = 19, density = 11.777, surface area = 625.2703415323647
1703: It is a tetrahedron, a = 19, density = 19.447, surface area = 625.2703415323647
1704: It is a tetrahedron, a = 19, density = 9.806, surface area = 625.2703415323647
1705: It is a tetrahedron, a = 19, density = 16.017, surface area = 625.2703415323647
1706: It is a tetrahedron, a = 19, density = 5.135, surface area = 625.2703415323647
1707: It is a tetrahedron, a = 19, density = 14.108, surface area = 625.2703415323647
1708: It is a tetrahedron, a = 19, density = 9.728, surface area = 625.2703415323647
1709: It is a tetrahedron, a = 19, density = 13.594, surface area = 625.2703415323647
1710: It is a tetrahedron, a = 19, density = 10.449, surface area = 625.2703415323647
1711: It is a tetrahedron, a = 19, density = 14.849, surface area = 625.2703415323647
1712: It is a tetrahedron, a = 19, density = 17.85, surface area = 625.2703415323647
1713: It is a tetrahedron, a = 19, density = 7.806, surface area = 625.2703415323647
1714: It is a tetrahedron, a = 19, density = 5.05, surface area = 625.2703415323647
1715: It is a tetrahedron, a = 19, density = 18.245, surface area = 625.2703415323647
1716: It is a tetrahedron, a = 19, density = 7.552, surface area = 625.2703415323647
1717: It is a tetrahedron, a = 19, density = 4.81, surface area = 625.2703415323647
1718: It is a tetrahedron, a = 19, density = 5.007, surface area = 625.2703415323647
1719: It is a tetrahedron, a = 19, density = 6.091, surface area = 625.2703415323647
1720: It is a tetrahedron, a = 19, density = 0.325, surface area = 625.2703415323647
1721: It is a tetrahedron, a = 19, density = 1.419, surface area = 625.2703415323647
1722: It is a tetrahedron, a = 19, density = 12.814, surface area = 625.2703415323647
1723: It is a tetrahedron, a = 19, density = 19.149, surface area = 625.2703415323647
1724: It is a tetrahedron, a = 19, density = 17.821, surface area = 625.2703415323647
1725: It is a tetrahedron, a = 19, density = 15.024, surface area = 625.2703415323647
1726: It is a tetrahedron, a = 19, density = 11.331, surface area = 625.2703415323647
1727: It is a tetrahedron, a = 19, density = 9.043, surface area = 625.2703415323647
1728: It is a tetrahedron, a = 19, density = 7.707, surface area = 625.2703415323647
1729: It is a tetrahedron, a = 19, density = 0.544, surface area = 625.2703415323647
1730: It is a tetrahedron, a = 19, density = 10.071, surface area = 625.2703415323647
1731: It is a tetrahedron, a = 19, density = 9.151, surface area = 625.2703415323647
1732: It is a tetrahedron, a = 19, density = 18.982, surface area = 625.2703415323647
1733: It is a tetrahedron, a = 19, density = 4.7, surface area = 625.2703415323647
1734: It is a tetrahedron, a = 19, density = 0.456, surface area = 625.2703415323647
1735: It is a tetrahedron, a = 19, density = 16.929, surface area = 625.2703415323647
1736: It is a tetrahedron, a = 19, density = 2.112, surface area = 625.2703415323647
1737: It is a tetrahedron, a = 19, density = 19.149, surface area = 625.2703415323647
1738: It is a tetrahedron, a = 19, density = 19.005, surface area = 625.2703415323647
1739: It is a tetrahedron, a = 19, density = 9.724, surface area = 625.2703415323647
1740: It is a tetrahedron, a = 19, density = 13.382, surface area = 625.2703415323647
1741: It is a tetrahedron, a = 19, density = 13.759, surface area = 625.2703415323647
1742: It is a tetrahedron, a = 19, density = 2.296, surface area = 625.2703415323647
1743: It is a tetrahedron, a = 19, density = 5.816, surface area = 625.2703415323647
1744: It is a tetrahedron, a = 19, density = 2.486, surface area = 625.2703415323647
1745: It is a tetrahedron, a = 19, density = 17.146, surface area = 625.2703415323647
1746: It is a tetrahedron, a = 19, density = 9.207, surface area = 625.2703415323647
1747: It is a tetrahedron, a = 19, density = 12.551, surface area = 625.2703415323647
1748: It is a tetrahedron, a = 19, density = 9.765, surface area = 625.2703415323647
1749: It is a tetrahedron, a = 19, density = 6.36, surface area = 625.2703415323647
1750: It is a tetrahedron, a = 19, density = 5.975, surface area = 625.2703415323647
1751: It is a tetrahedron, a = 19, density = 2.991, surface area = 625.2703415323647
1752: It is a tetrahedron, a = 19, density = 8.665, surface area = 625.2703415323647
1753: It is a tetrahedron, a = 19, density = 18.789, surface area = 625.2703415323647
1754: It is a tetrahedron, a = 19, density = 10.115, surface area = 625.2703415323647
1755: It is a tetrahedron, a = 19, density = 11.936, surface area = 625.2703415323647
1756: It is a tetrahedron, a = 19, density = 2.009, surface area = 625.2703415323647
1757: It is a tetrahedron, a = 19, density = 7.407, surface area = 625.2703415323647
1758: It is a tetrahedron, a = 19, density = 6.123, surface area = 625.2703415323647
1759: It is a tetrahedron, a = 19, density = 0.558, surface area = 625.2703415323647
1760: It is a tetrahedron, a = 19, density = 19.586, surface area = 625.2703415323647
1761: It is a tetrahedron, a = 19, density = 16.968, surface area = 625.2703415323647
1762: It is a tetrahedron, a = 19, density = 7.818, surface area = 625.2703415323647
1763: It is a tetrahedron, a = 19, density = 8.997, surface area = 625.2703415323647
1764: It is a tetrahedron, a = 19, density = 5.883, surface area = 625.2703415323647
1765: It is a tetrahedron, a = 19, density = 1.471, surface area = 625.2703415323647
1766: It is a tetrahedron, a = 19, density = 1.893, surface area = 625.2703415323647
1767: It is a tetrahedron, a = 19, density = 14.345, surface area = 625.2703415323647
1768: It is a tetrahedron, a = 19, density = 15.819, surface area = 625.2703415323647
1769: It is a tetrahedron, a = 19, density = 3.444, surface area = 625.2703415323647
1770: It is a tetrahedron, a = 19, density = 2.881, surface area = 625.2703415323647
1771: It is a tetrahedron, a = 19, density = 19.56, surface area = 625.2703415323647
1772: It is a tetrahedron, a = 19, density = 18.552, surface area = 625.2703415323647
1773: It is a tetrahedron, a = 19, density = 14.057, surface area = 625.2703415323647
1774: It is a tetrahedron, a = 19, density = 18.267, surface area = 625.2703415323647
1775: It is a tetrahedron, a = 19, density = 17.412, surface area = 625.2703415323647
1776: It is a tetrahedron, a = 19, density = 16.249, surface area = 625.2703415323647
1777: It is a tetrahedron, a = 19, density = 19.678, surface area = 625.2703415323647
1778: It is a tetrahedron, a = 19, density = 5.482, surface area = 625.2703415323647
1779: It is a tetrahedron, a = 19, density = 6.97, surface area = 625.2703415323647
1780: It is a tetrahedron, a = 19, density = 0.471, surface area = 625.2703415323647
1781: It is a tetrahedron, a = 19, density = 7.885, surface area = 625.2703415323647
1782: It is a tetrahedron, a = 19, density = 12.851, surface area = 625.2703415323647
1783: It is a tetrahedron, a = 19, density = 6.119, surface area = 625.2703415323647
1784: It is a tetrahedron, a = 19, density = 13.494, surface area = 625.2703415323647
1785: It is a tetrahedron, a = 19, density = 18.955, surface area = 625.2703415323647
1786: It is a tetrahedron, a = 19, density = 2.603, surface area = 625.2703415323647
1787: It is a tetrahedron, a = 19, density = 14.079, surface area = 625.2703415323647
1788: It is a tetrahedron, a = 19, density = 3.289, surface area = 625.2703415323647
1789: It is a tetrahedron, a = 19, density = 11.491, surface area = 625.2703415323647
1790: It is a tetrahedron, a = 19, density = 14.736, surface area = 625.2703415323647
1791: It is a tetrahedron, a = 19, density = 1.248, surface area = 625.2703415323647
1792: It is a tetrahedron, a = 19, density = 5.339, surface area = 625.2703415323647
1793: It is a tetrahedron, a = 19, density = 16.028, surface area = 625.2703415323647
1794: It is a tetrahedron, a = 19, density = 16.281, surface area = 625.2703415323647
1795: It is a tetrahedron, a = 19, density = 17.558, surface area = 625.2703415323647
1796: It is a tetrahedron, a = 19, density = 6.431, surface area = 625.2703415323647
1797: It is a tetrahedron, a = 19, density = 8.265, surface area = 625.2703415323647
1798: It is a tetrahedron, a = 19, density = 4.481, surface area = 625.2703415323647
1799: It is a tetrahedron, a = 19, density = 15.302, surface area = 625.2703415323647
1800: It is a tetrahedron, a = 19, density = 4.155, surface area = 625.2703415323647
1801: It is a tetrahedron, a = 19, density = 7.814, surface area = 625.2703415323647
1802: It is a tetrahedron, a = 19, density = 14.27, surface area = 625.2703415323647
1803: It is a tetrahedron, a = 19, density = 15.697, surface area = 625.2703415323647
1804: It is a tetrahedron, a = 19, density = 0.682, surface area = 625.2703415323647
1805: It is a tetrahedron, a = 19, density = 7.592, surface area = 625.2703415323647
1806: It is a parallelepiped, a = 7, b = 12, c = 12, density = 1.832, surface area = 624.0
1807: It is a parallelepiped, a = 7, b = 12, c = 12, density = 11.989, surface area = 624.0
1808: It is a parallelepiped, a = 12, b = 7, c = 12, density = 11.592, surface area = 624.0
1809: It is a parallelepiped, a = 19, b = 5, c = 9, density = 18.821, surface area = 622.0
1810: It is a parallelepiped, a = 11, b = 5, c = 16, density = 4.629, surface area = 622.0
